date,bitcoin
2015-04-03,54
2015-04-04,54
2015-04-05,52
2015-04-06,52
2015-04-07,52
2015-04-08,52
2015-04-09,52
2015-04-10,52
2015-04-11,52
2015-04-12,50
2015-04-13,50
2015-04-14,50
2015-04-15,50
2015-04-16,50
2015-04-17,50
2015-04-18,50
2015-04-19,51
2015-04-20,51
2015-04-21,51
2015-04-22,51
2015-04-23,51
2015-04-24,51
2015-04-25,51
2015-04-26,48
2015-04-27,48
2015-04-28,48
2015-04-29,48
2015-04-30,48
2015-05-01,48
2015-05-02,48
2015-05-03,47
2015-05-04,47
2015-05-05,47
2015-05-06,47
2015-05-07,47
2015-05-08,47
2015-05-09,47
2015-05-10,50
2015-05-11,50
2015-05-12,50
2015-05-13,50
2015-05-14,50
2015-05-15,50
2015-05-16,50
2015-05-17,53
2015-05-18,53
2015-05-19,53
2015-05-20,53
2015-05-21,53
2015-05-22,53
2015-05-23,53
2015-05-24,52
2015-05-25,52
2015-05-26,52
2015-05-27,52
2015-05-28,52
2015-05-29,52
2015-05-30,52
2015-05-31,50
2015-06-01,50
2015-06-02,50
2015-06-03,50
2015-06-04,50
2015-06-05,50
2015-06-06,50
2015-06-07,46
2015-06-08,46
2015-06-09,46
2015-06-10,46
2015-06-11,46
2015-06-12,46
2015-06-13,46
2015-06-14,58
2015-06-15,58
2015-06-16,58
2015-06-17,58
2015-06-18,58
2015-06-19,58
2015-06-20,58
2015-06-21,49
2015-06-22,49
2015-06-23,49
2015-06-24,49
2015-06-25,49
2015-06-26,49
2015-06-27,49
2015-06-28,62
2015-06-29,62
2015-06-30,62
2015-07-01,62
2015-07-02,62
2015-07-03,62
2015-07-04,62
2015-07-05,65
2015-07-06,65
2015-07-07,65
2015-07-08,65
2015-07-09,65
2015-07-10,65
2015-07-11,65
2015-07-12,59
2015-07-13,59
2015-07-14,59
2015-07-15,59
2015-07-16,59
2015-07-17,59
2015-07-18,59
2015-07-19,53
2015-07-20,53
2015-07-21,53
2015-07-22,53
2015-07-23,53
2015-07-24,53
2015-07-25,53
2015-07-26,58
2015-07-27,58
2015-07-28,58
2015-07-29,58
2015-07-30,58
2015-07-31,58
2015-08-01,58
2015-08-02,58
2015-08-03,58
2015-08-04,58
2015-08-05,58
2015-08-06,58
2015-08-07,58
2015-08-08,58
2015-08-09,50
2015-08-10,50
2015-08-11,50
2015-08-12,50
2015-08-13,50
2015-08-14,50
2015-08-15,50
2015-08-16,60
2015-08-17,60
2015-08-18,60
2015-08-19,60
2015-08-20,60
2015-08-21,60
2015-08-22,60
2015-08-23,60
2015-08-24,60
2015-08-25,60
2015-08-26,60
2015-08-27,60
2015-08-28,60
2015-08-29,60
2015-08-30,52
2015-08-31,52
2015-09-01,52
2015-09-02,52
2015-09-03,52
2015-09-04,52
2015-09-05,52
2015-09-06,49
2015-09-07,49
2015-09-08,49
2015-09-09,49
2015-09-10,49
2015-09-11,49
2015-09-12,49
2015-09-13,50
2015-09-14,50
2015-09-15,50
2015-09-16,50
2015-09-17,50
2015-09-18,50
2015-09-19,50
2015-09-20,52
2015-09-21,52
2015-09-22,52
2015-09-23,52
2015-09-24,52
2015-09-25,52
2015-09-26,52
2015-09-27,49
2015-09-28,49
2015-09-29,49
2015-09-30,49
2015-10-01,49
2015-10-02,49
2015-10-03,49
2015-10-04,50
2015-10-05,50
2015-10-06,50
2015-10-07,50
2015-10-08,50
2015-10-09,50
2015-10-10,50
2015-10-11,50
2015-10-12,50
2015-10-13,50
2015-10-14,50
2015-10-15,50
2015-10-16,50
2015-10-17,50
2015-10-18,55
2015-10-19,55
2015-10-20,55
2015-10-21,55
2015-10-22,55
2015-10-23,55
2015-10-24,55
2015-10-25,64
2015-10-26,64
2015-10-27,64
2015-10-28,64
2015-10-29,64
2015-10-30,64
2015-10-31,64
2015-11-01,100
2015-11-02,100
2015-11-03,100
2015-11-04,100
2015-11-05,100
2015-11-06,100
2015-11-07,100
2015-11-08,70
2015-11-09,70
2015-11-10,70
2015-11-11,70
2015-11-12,70
2015-11-13,70
2015-11-14,70
2015-11-15,65
2015-11-16,65
2015-11-17,65
2015-11-18,65
2015-11-19,65
2015-11-20,65
2015-11-21,65
2015-11-22,62
2015-11-23,62
2015-11-24,62
2015-11-25,62
2015-11-26,62
2015-11-27,62
2015-11-28,62
2015-11-29,63
2015-11-30,63
2015-12-01,63
2015-12-02,63
2015-12-03,63
2015-12-04,63
2015-12-05,63
2015-12-06,98
2015-12-07,98
2015-12-08,98
2015-12-09,98
2015-12-10,98
2015-12-11,98
2015-12-12,98
2015-12-13,72
2015-12-14,72
2015-12-15,72
2015-12-16,72
2015-12-17,72
2015-12-18,72
2015-12-19,72
2015-12-20,67
2015-12-21,67
2015-12-22,67
2015-12-23,67
2015-12-24,67
2015-12-25,67
2015-12-26,67
2015-12-27,65
2015-12-28,65
2015-12-29,65
2015-12-30,65
2015-12-31,65
,65
,65
